,enrollee_id,relevent_experience,experience,last_new_job,target
9064,5406,Has relevent experience,6,0,0
9065,14798,Has relevent experience,14,1,0
9066,17678,Has relevent experience,20,5,1
9067,24432,Has relevent experience,4,1,0
9068,19870,Has relevent experience,3,1,1
9069,7354,Has relevent experience,20,4,0
9070,30914,Has relevent experience,6,1,0
9071,28066,Has relevent experience,15,1,0
9072,13161,Has relevent experience,7,1,0
9073,20465,Has relevent experience,7,2,0
9074,31552,Has relevent experience,8,2,0
9075,32804,Has relevent experience,12,1,0
9076,6903,Has relevent experience,4,3,0
9077,22831,Has relevent experience,17,3,0
9078,27198,Has relevent experience,15,1,0
9079,27301,No relevent experience,10,5,1
9080,17947,Has relevent experience,10,5,0
9081,26659,Has relevent experience,11,2,0
9082,27075,Has relevent experience,5,2,0
9083,14335,No relevent experience,5,2,1
9084,10738,Has relevent experience,20,1,0
9085,27827,Has relevent experience,3,1,1
9086,22951,Has relevent experience,4,2,0
9087,15313,Has relevent experience,20,5,0
9088,32469,No relevent experience,16,3,0
9089,1782,Has relevent experience,20,5,0
9090,13408,Has relevent experience,6,1,0
9091,14454,No relevent experience,1,1,0
9092,32349,Has relevent experience,20,5,0
9093,26566,Has relevent experience,14,1,0
9094,33070,No relevent experience,20,5,0
9095,21654,Has relevent experience,4,1,0
9096,5327,Has relevent experience,18,2,0
9097,2959,Has relevent experience,20,1,0
9098,23377,Has relevent experience,20,3,0
9099,22386,No relevent experience,18,0,1
9100,31718,Has relevent experience,20,4,0
9101,9661,Has relevent experience,11,1,0
9102,16006,No relevent experience,9,2,0
9103,15035,Has relevent experience,9,1,0
9104,4456,No relevent experience,10,1,1
9105,32754,Has relevent experience,5,4,1
9106,10125,Has relevent experience,2,1,0
9107,5423,Has relevent experience,20,1,1
9108,7093,Has relevent experience,20,3,0
9109,18989,No relevent experience,3,0,0
9110,9539,Has relevent experience,16,1,0
9111,22327,No relevent experience,1,1,0
9112,9071,Has relevent experience,9,1,0
9113,1037,Has relevent experience,19,2,0
9114,24985,Has relevent experience,15,1,0
9115,17462,Has relevent experience,20,5,0
9116,1758,No relevent experience,3,0,0
9117,13184,Has relevent experience,6,1,0
9118,1383,Has relevent experience,20,5,0
9119,15573,Has relevent experience,14,1,0
9120,12368,Has relevent experience,20,5,0
9121,18430,Has relevent experience,10,1,1
9122,19305,No relevent experience,4,1,0
9123,29173,Has relevent experience,4,1,0
9124,33203,Has relevent experience,12,5,0
9125,14228,Has relevent experience,4,1,0
9126,17986,Has relevent experience,6,1,0
9127,17602,Has relevent experience,5,1,0
9128,10218,Has relevent experience,20,1,0
9129,20645,Has relevent experience,13,5,0
9130,23818,Has relevent experience,20,3,0
9131,26586,Has relevent experience,7,3,0
9132,53,No relevent experience,7,0,0
9133,12838,Has relevent experience,6,2,0
9134,4858,No relevent experience,2,1,1
9135,16380,Has relevent experience,0,5,1
9136,468,Has relevent experience,6,2,0
9137,8033,No relevent experience,4,1,1
9139,16055,Has relevent experience,10,1,0
9140,2988,Has relevent experience,2,1,0
9141,30440,Has relevent experience,2,1,0
9142,8382,Has relevent experience,9,5,0
9143,24790,Has relevent experience,20,5,1
9144,32814,Has relevent experience,15,3,0
9145,6466,No relevent experience,2,1,0
9146,12080,No relevent experience,7,0,1
9147,28954,No relevent experience,1,1,1
9148,722,Has relevent experience,18,4,0
9149,23282,No relevent experience,1,0,1
9150,19337,Has relevent experience,5,2,1
9151,1996,Has relevent experience,7,1,1
9152,18890,No relevent experience,1,1,1
9153,16643,Has relevent experience,15,1,0
9154,31825,Has relevent experience,11,3,0
9155,21695,No relevent experience,4,2,1
9156,22041,Has relevent experience,20,4,0
9157,8912,Has relevent experience,7,4,0
9158,13540,Has relevent experience,8,5,0
9159,19569,Has relevent experience,4,1,1
9160,25147,Has relevent experience,4,3,0
9161,15069,Has relevent experience,19,1,1
9162,16726,No relevent experience,14,2,1
9164,3462,No relevent experience,4,1,1
9165,2475,Has relevent experience,8,1,0
9166,19708,No relevent experience,3,1,0
9167,17848,Has relevent experience,8,1,0
9168,30082,Has relevent experience,8,4,1
9169,28720,Has relevent experience,2,1,0
9170,11928,Has relevent experience,4,1,0
9171,13815,Has relevent experience,4,0,1
9172,19388,No relevent experience,2,0,1
9173,26846,Has relevent experience,7,1,1
9174,24346,No relevent experience,1,0,0
9175,32287,No relevent experience,6,0,0
9177,14617,Has relevent experience,20,1,0
9178,3629,Has relevent experience,6,2,0
9179,4604,Has relevent experience,12,1,0
9180,13585,Has relevent experience,16,5,0
9181,28919,Has relevent experience,20,4,0
9182,11546,Has relevent experience,6,2,0
9183,6807,No relevent experience,4,0,0
9184,28649,Has relevent experience,15,5,0
9185,11493,No relevent experience,2,0,0
9186,10358,No relevent experience,6,1,1
9187,23195,Has relevent experience,10,5,0
9188,29470,No relevent experience,5,1,0
9189,30654,Has relevent experience,3,1,1
9190,15933,No relevent experience,5,1,0
9191,32185,No relevent experience,5,1,1
9192,20364,Has relevent experience,3,1,0
9193,30929,Has relevent experience,5,1,1
9194,2680,Has relevent experience,2,1,0
9195,6791,Has relevent experience,9,1,0
9196,17458,No relevent experience,4,1,1
9197,7206,Has relevent experience,20,5,1
9199,24257,Has relevent experience,3,5,1
9200,4389,No relevent experience,8,1,0
9201,22384,Has relevent experience,1,1,0
9202,13134,Has relevent experience,20,1,0
9203,33092,No relevent experience,6,0,0
9204,12244,Has relevent experience,20,1,1
9205,297,Has relevent experience,7,5,0
9207,5919,Has relevent experience,3,2,1
9208,14744,Has relevent experience,11,1,0
9209,15509,Has relevent experience,10,5,0
9210,9299,Has relevent experience,3,1,0
9211,31490,Has relevent experience,6,1,0
9213,9294,Has relevent experience,10,1,0
9214,27292,No relevent experience,3,1,0
9215,25782,No relevent experience,3,1,0
9216,26944,Has relevent experience,20,1,1
9217,31185,No relevent experience,3,3,1
9218,23114,Has relevent experience,20,2,0
9219,28105,Has relevent experience,6,1,0
9220,20284,Has relevent experience,20,2,0
9221,14656,Has relevent experience,4,1,1
9222,16012,Has relevent experience,18,1,0
9223,26007,No relevent experience,6,1,0
9224,3930,Has relevent experience,6,2,0
9225,32849,No relevent experience,10,5,1
9226,15007,Has relevent experience,20,5,0
9227,23506,No relevent experience,2,1,1
9228,22334,No relevent experience,6,1,0
9229,488,Has relevent experience,8,3,0
9230,31491,No relevent experience,5,2,0
9231,21863,Has relevent experience,10,5,0
9232,10133,Has relevent experience,6,2,0
9233,10346,Has relevent experience,20,1,0
9234,11908,Has relevent experience,20,3,1
9235,9529,Has relevent experience,4,0,1
9236,11586,No relevent experience,2,1,0
9238,22847,No relevent experience,10,1,0
9239,12930,Has relevent experience,17,4,1
9240,27325,No relevent experience,1,1,0
9241,18809,Has relevent experience,20,5,1
9242,16538,Has relevent experience,11,2,0
9243,18930,Has relevent experience,7,1,0
9244,23181,No relevent experience,3,0,1
9245,11366,Has relevent experience,4,2,0
9246,17727,Has relevent experience,20,5,0
9247,21109,Has relevent experience,11,5,0
9248,3321,Has relevent experience,20,5,0
9249,30422,Has relevent experience,20,1,0
9250,7818,Has relevent experience,20,5,0
9251,18567,No relevent experience,3,1,0
9252,30762,Has relevent experience,1,1,1
9253,6683,Has relevent experience,10,5,0
9254,15386,No relevent experience,0,2,0
9255,4220,Has relevent experience,6,4,1
9256,12046,No relevent experience,2,0,1
9257,4467,Has relevent experience,5,1,1
9258,28922,Has relevent experience,9,4,0
9259,14746,Has relevent experience,11,1,0
9260,28896,Has relevent experience,9,0,0
9261,5435,No relevent experience,4,1,0
9262,29802,Has relevent experience,20,1,0
9263,30059,Has relevent experience,6,2,0
9264,27316,Has relevent experience,20,3,0
9265,19874,No relevent experience,2,1,0
9266,31866,Has relevent experience,8,2,0
9267,4795,Has relevent experience,20,1,0
9268,32532,Has relevent experience,15,2,0
9269,14304,Has relevent experience,20,1,0
9270,33287,No relevent experience,0,0,1
9271,26618,Has relevent experience,2,1,1
9272,13765,Has relevent experience,10,1,0
9273,7889,Has relevent experience,20,5,0
9274,25071,Has relevent experience,11,1,0
9275,20973,No relevent experience,0,5,1
9276,9511,Has relevent experience,4,1,0
9277,32040,Has relevent experience,5,1,1
9278,28809,Has relevent experience,10,0,0
9279,20588,No relevent experience,16,2,0
9280,29487,Has relevent experience,20,1,0
9281,33152,Has relevent experience,3,1,0
9282,30322,Has relevent experience,20,5,0
9283,30097,Has relevent experience,20,5,0
9284,20246,Has relevent experience,5,1,0
9285,23115,Has relevent experience,6,1,1
9287,1144,Has relevent experience,11,1,1
9288,6187,Has relevent experience,4,1,0
9289,24438,Has relevent experience,7,5,0
9290,21254,Has relevent experience,20,1,0
9291,27185,Has relevent experience,11,2,1
9292,1623,No relevent experience,10,5,0
9293,24906,Has relevent experience,19,5,0
9294,4342,No relevent experience,2,1,0
9295,18324,No relevent experience,3,1,0
9296,8096,Has relevent experience,5,4,0
9297,7649,Has relevent experience,4,2,1
9298,12103,Has relevent experience,18,5,0
9299,5723,Has relevent experience,8,1,0
9300,21212,No relevent experience,1,0,1
9301,11551,Has relevent experience,7,2,0
9302,16800,No relevent experience,2,1,1
9303,32127,No relevent experience,2,1,0
9304,30030,No relevent experience,0,0,0
9305,29720,Has relevent experience,7,2,0
9306,24588,Has relevent experience,3,1,0
9307,2193,Has relevent experience,17,1,1
9308,15357,Has relevent experience,5,2,0
9309,14489,Has relevent experience,9,1,0
9310,23011,Has relevent experience,12,1,0
9311,13029,Has relevent experience,10,4,0
9312,17815,Has relevent experience,20,2,1
9313,19877,Has relevent experience,15,1,0
9314,24603,No relevent experience,4,1,0
9315,20209,Has relevent experience,6,2,0
9316,4043,Has relevent experience,3,3,0
9317,32063,Has relevent experience,20,5,0
9318,23743,No relevent experience,2,1,0
9319,25335,Has relevent experience,20,1,0
9320,5264,No relevent experience,3,0,0
9321,12618,Has relevent experience,6,1,0
9322,16066,Has relevent experience,15,1,0
9323,12911,Has relevent experience,14,2,0
9324,27378,No relevent experience,3,0,0
9325,20049,Has relevent experience,8,5,0
9326,5848,Has relevent experience,0,2,1
9327,9225,Has relevent experience,20,1,0
9328,20982,Has relevent experience,4,1,0
9329,15854,Has relevent experience,8,5,0
9330,564,Has relevent experience,7,1,1
9331,26610,Has relevent experience,20,4,0
9332,33,Has relevent experience,4,2,0
9333,28424,Has relevent experience,18,5,0
9334,29443,Has relevent experience,20,1,0
9335,12950,Has relevent experience,7,1,0
9336,14498,Has relevent experience,7,2,1
9337,20590,Has relevent experience,3,1,1
9338,26820,Has relevent experience,10,5,0
9339,28428,No relevent experience,3,0,0
9340,6565,Has relevent experience,20,2,1
9341,26331,Has relevent experience,11,1,1
9342,15792,Has relevent experience,20,5,0
9343,245,Has relevent experience,14,5,0
9344,20087,Has relevent experience,5,1,0
9345,27919,Has relevent experience,5,1,0
9346,15568,No relevent experience,5,5,1
9347,13850,Has relevent experience,20,5,0
9348,24460,Has relevent experience,6,2,0
9349,14915,Has relevent experience,7,3,1
9350,4457,Has relevent experience,10,5,0
9351,1848,Has relevent experience,9,4,1
9352,28239,No relevent experience,20,2,1
9353,21306,Has relevent experience,20,1,0
9354,24151,Has relevent experience,20,1,1
9355,1322,Has relevent experience,3,0,1
9356,23419,Has relevent experience,9,1,0
9357,25184,No relevent experience,0,1,1
9358,17955,No relevent experience,3,0,0
9359,30274,Has relevent experience,1,0,0
9360,22800,Has relevent experience,4,1,1
9361,25809,Has relevent experience,18,4,0
9362,21264,Has relevent experience,10,5,0
9363,13927,No relevent experience,1,0,0
9364,23399,Has relevent experience,6,0,0
9365,23600,Has relevent experience,18,1,0
9366,11461,Has relevent experience,16,5,0
9367,27968,Has relevent experience,7,4,0
9368,27499,Has relevent experience,4,1,0
9369,6266,Has relevent experience,14,1,0
9370,11628,No relevent experience,2,0,0
9371,5474,No relevent experience,20,5,0
9372,21569,Has relevent experience,8,5,0
9373,12448,Has relevent experience,5,2,0
9374,28142,Has relevent experience,9,5,0
9375,1939,Has relevent experience,19,5,0
9376,1949,Has relevent experience,17,2,0
9377,1288,Has relevent experience,2,1,0
9378,5445,Has relevent experience,2,2,1
9379,9856,Has relevent experience,20,5,1
9380,21883,Has relevent experience,18,0,0
9381,2999,No relevent experience,4,0,1
9382,9919,Has relevent experience,7,1,0
9383,17382,Has relevent experience,4,1,1
9384,22004,Has relevent experience,4,1,0
9386,20518,Has relevent experience,0,1,1
9387,32189,Has relevent experience,8,0,1
9388,11010,No relevent experience,9,0,1
9389,6540,No relevent experience,3,1,0
9390,33101,Has relevent experience,10,5,0
9391,30753,Has relevent experience,1,1,1
9392,5892,Has relevent experience,6,1,1
9393,14911,Has relevent experience,7,2,0
9394,32275,Has relevent experience,9,3,0
9395,2553,Has relevent experience,1,0,1
9396,13553,No relevent experience,5,0,1
9397,5356,No relevent experience,6,1,0
9398,11799,Has relevent experience,4,2,0
9399,14450,Has relevent experience,15,2,1
9400,29522,Has relevent experience,20,4,1
9401,9709,Has relevent experience,10,1,0
9402,14010,No relevent experience,4,1,1
9403,9481,Has relevent experience,9,4,0
9404,9516,Has relevent experience,4,2,0
9405,27329,Has relevent experience,20,1,0
9406,30055,No relevent experience,4,1,0
9408,26208,Has relevent experience,10,2,0
9409,30952,No relevent experience,3,5,0
9410,29280,Has relevent experience,3,1,0
9411,33274,Has relevent experience,10,4,0
9412,9334,Has relevent experience,11,1,0
9413,17022,Has relevent experience,3,1,0
9414,13351,Has relevent experience,11,1,0
9415,1913,Has relevent experience,17,5,0
9416,14385,No relevent experience,1,1,1
9417,20609,No relevent experience,8,5,0
9418,15126,No relevent experience,0,0,0
9419,3013,No relevent experience,8,0,1
9420,17627,Has relevent experience,8,5,0
9421,30304,Has relevent experience,20,1,0
9422,23017,Has relevent experience,5,2,1
9423,1619,No relevent experience,1,1,1
9424,16412,No relevent experience,9,1,0
9425,23436,Has relevent experience,20,5,0
9426,16662,Has relevent experience,7,1,0
9427,18228,Has relevent experience,6,1,0
9428,29834,Has relevent experience,7,3,1
9429,20749,Has relevent experience,7,2,0
9430,21053,Has relevent experience,20,2,0
9431,26234,No relevent experience,3,1,1
9432,24824,No relevent experience,10,2,0
9433,11056,No relevent experience,6,0,1
9434,32009,Has relevent experience,7,1,1
9435,12717,Has relevent experience,4,2,0
9436,6500,No relevent experience,5,1,0
9437,13099,Has relevent experience,16,2,1
9438,4540,Has relevent experience,4,2,0
9439,22670,Has relevent experience,1,1,0
9440,8994,Has relevent experience,4,1,0
9441,20127,No relevent experience,20,5,0
9442,18887,Has relevent experience,12,0,0
9443,1462,Has relevent experience,20,5,0
9444,15935,Has relevent experience,10,1,0
9445,27087,Has relevent experience,20,1,0
9446,23293,No relevent experience,3,0,1
9447,27900,Has relevent experience,5,2,1
9448,29207,Has relevent experience,11,5,0
9449,17207,No relevent experience,0,0,1
9450,25513,No relevent experience,11,5,0
9451,29362,Has relevent experience,20,4,0
9452,3261,Has relevent experience,13,1,0
9453,19447,No relevent experience,8,5,1
9454,22228,No relevent experience,3,1,1
9455,22092,Has relevent experience,14,5,0
9456,13970,Has relevent experience,9,5,0
9457,5896,Has relevent experience,19,1,0
9458,17101,No relevent experience,20,5,0
9459,7502,No relevent experience,2,0,0
9460,15197,No relevent experience,5,0,0
9461,31074,Has relevent experience,6,1,0
9462,459,Has relevent experience,11,1,0
9463,6348,Has relevent experience,20,2,1
9464,11050,Has relevent experience,0,1,0
9465,8186,Has relevent experience,3,2,1
9466,73,Has relevent experience,16,2,0
9467,12144,Has relevent experience,7,0,0
9468,11446,Has relevent experience,7,2,1
9469,22172,Has relevent experience,20,5,0
9470,4101,Has relevent experience,10,1,0
9471,30157,Has relevent experience,6,2,0
9472,16021,Has relevent experience,6,1,0
9473,11769,No relevent experience,5,1,0
9474,26189,Has relevent experience,3,2,0
9475,32252,No relevent experience,4,1,0
9476,10675,Has relevent experience,5,1,1
9478,18619,Has relevent experience,3,1,0
9479,1398,Has relevent experience,8,1,0
9480,9660,Has relevent experience,6,1,0
9481,30307,Has relevent experience,17,5,0
9482,16120,No relevent experience,4,1,0
9483,28382,Has relevent experience,17,2,0
9484,29447,No relevent experience,20,5,0
9485,26412,Has relevent experience,20,5,0
9487,13632,Has relevent experience,20,5,0
9488,5184,No relevent experience,2,1,1
9489,1065,Has relevent experience,6,1,1
9490,9988,Has relevent experience,20,5,1
9491,15966,Has relevent experience,8,2,0
9492,26777,No relevent experience,8,5,0
9493,1881,No relevent experience,3,3,0
9494,9612,No relevent experience,2,0,1
9495,19228,Has relevent experience,5,4,0
9496,27766,No relevent experience,5,4,1
9497,21576,Has relevent experience,4,4,0
9498,26023,Has relevent experience,10,1,0
9499,32890,Has relevent experience,13,1,0
9500,21123,No relevent experience,4,0,0
9501,18093,Has relevent experience,10,2,0
9502,27774,No relevent experience,3,0,1
9503,7952,No relevent experience,6,1,1
9504,27243,Has relevent experience,9,2,1
9505,21051,No relevent experience,9,0,0
9506,30241,Has relevent experience,20,5,1
9507,29898,Has relevent experience,11,1,0
9508,24227,Has relevent experience,15,3,1
9509,12149,Has relevent experience,11,3,0
9510,25968,Has relevent experience,10,1,1
9511,31213,Has relevent experience,4,1,1
9512,6285,Has relevent experience,5,1,0
9513,30060,Has relevent experience,10,0,1
9514,28689,Has relevent experience,20,1,1
9515,33246,Has relevent experience,19,1,0
9516,33239,No relevent experience,7,0,1
9517,30984,Has relevent experience,20,2,0
9518,33041,No relevent experience,4,2,0
9519,13778,Has relevent experience,7,0,0
9520,29685,Has relevent experience,12,4,0
9521,13165,Has relevent experience,14,5,0
9522,8952,Has relevent experience,4,1,1
9523,19775,Has relevent experience,17,2,0
9524,14093,Has relevent experience,20,5,0
9525,26572,Has relevent experience,20,5,0
9526,5399,Has relevent experience,19,5,0
9527,3985,No relevent experience,4,1,0
9528,28840,No relevent experience,5,0,0
9529,23104,Has relevent experience,14,4,0
9530,1008,Has relevent experience,15,1,0
9531,26910,Has relevent experience,5,1,1
9532,1561,Has relevent experience,20,5,1
9533,3209,Has relevent experience,10,2,0
9534,16617,Has relevent experience,2,1,0
9535,10960,Has relevent experience,4,1,0
9536,24542,No relevent experience,4,1,0
9537,13494,Has relevent experience,8,1,0
9538,32135,Has relevent experience,20,5,0
9539,2032,Has relevent experience,7,2,1
9540,18392,No relevent experience,0,2,1
9541,204,Has relevent experience,3,1,0
9542,24007,Has relevent experience,20,2,0
9543,31621,No relevent experience,4,0,0
9545,1590,Has relevent experience,20,5,0
9546,28790,Has relevent experience,14,1,0
9547,500,Has relevent experience,20,1,0
9548,10929,No relevent experience,9,1,0
9549,2758,Has relevent experience,13,0,0
9550,5863,Has relevent experience,5,4,1
9551,29227,No relevent experience,6,1,1
9552,4409,Has relevent experience,20,1,0
9553,7561,No relevent experience,3,0,0
9554,30616,Has relevent experience,13,1,0
9555,30823,Has relevent experience,4,1,0
9556,25640,No relevent experience,6,4,1
9557,20257,Has relevent experience,20,5,1
9558,11943,Has relevent experience,10,2,1
9559,21680,Has relevent experience,4,1,1
9560,7857,No relevent experience,10,5,1
9561,4483,Has relevent experience,14,1,0
9562,13490,Has relevent experience,19,1,1
9563,9947,Has relevent experience,20,5,0
9564,28087,Has relevent experience,7,1,0
9565,10768,Has relevent experience,20,1,0
9566,12708,Has relevent experience,5,1,1
9567,25759,Has relevent experience,20,5,0
9568,12427,No relevent experience,5,0,0
9569,6275,No relevent experience,6,2,0
9570,16403,Has relevent experience,2,1,0
9571,28768,Has relevent experience,7,2,0
9572,19622,Has relevent experience,12,5,0
9573,13367,Has relevent experience,14,5,0
9574,22598,Has relevent experience,19,1,0
9575,14927,Has relevent experience,2,1,0
9576,31480,No relevent experience,14,3,0
9577,930,Has relevent experience,9,1,0
9578,21413,Has relevent experience,10,1,0
9579,25887,No relevent experience,6,0,0
9580,17514,Has relevent experience,5,5,0
9582,13584,No relevent experience,20,4,0
9583,27845,Has relevent experience,20,1,0
9584,22544,No relevent experience,2,0,1
9585,12012,Has relevent experience,4,1,1
9586,16436,Has relevent experience,11,4,1
9587,5378,Has relevent experience,20,1,0
9588,3187,Has relevent experience,20,5,0
9589,6761,Has relevent experience,16,5,1
9590,32171,Has relevent experience,18,2,0
9591,24665,Has relevent experience,10,1,0
9592,28983,No relevent experience,3,1,0
9593,5036,Has relevent experience,11,1,0
9594,31671,Has relevent experience,20,1,0
9595,7434,Has relevent experience,15,1,0
9596,8535,No relevent experience,6,0,1
9597,28777,No relevent experience,3,2,0
9598,8950,Has relevent experience,20,2,0
9599,16813,Has relevent experience,15,2,0
9600,32575,Has relevent experience,11,1,0
9601,4193,Has relevent experience,10,2,0
9602,5198,Has relevent experience,5,2,1
9603,13229,Has relevent experience,20,5,0
9604,2786,Has relevent experience,7,1,0
9605,12985,No relevent experience,1,0,1
9606,26785,No relevent experience,11,0,0
9607,7930,Has relevent experience,14,0,0
9608,30292,Has relevent experience,6,1,0
9609,15034,Has relevent experience,4,1,0
9610,14047,Has relevent experience,12,2,0
9611,5903,Has relevent experience,15,3,1
9612,27947,No relevent experience,10,1,1
9613,3105,No relevent experience,3,0,1
9614,26323,No relevent experience,0,5,0
9615,29517,Has relevent experience,11,0,0
9616,27358,No relevent experience,4,0,1
9618,8476,Has relevent experience,1,1,0
9619,24323,Has relevent experience,3,1,1
9620,19519,Has relevent experience,5,1,0
9621,12179,Has relevent experience,7,0,0
9622,28429,Has relevent experience,20,1,0
9623,16186,Has relevent experience,10,2,0
9624,22667,Has relevent experience,20,5,0
9625,30919,Has relevent experience,20,3,0
9626,3682,Has relevent experience,20,5,0
9627,16056,Has relevent experience,8,1,0
9628,19565,Has relevent experience,8,3,1
9629,24338,Has relevent experience,4,1,0
9630,7180,No relevent experience,1,0,0
9631,13652,Has relevent experience,14,1,0
9632,23612,Has relevent experience,5,1,0
9633,23248,Has relevent experience,5,2,0
9634,1580,No relevent experience,1,0,0
9635,14613,Has relevent experience,3,2,0
9637,24148,Has relevent experience,8,1,1
9638,27162,Has relevent experience,20,5,0
9639,28926,No relevent experience,5,5,0
9640,18048,Has relevent experience,6,2,0
9641,11525,No relevent experience,0,0,1
9642,8604,Has relevent experience,14,5,0
9643,8757,No relevent experience,20,1,1
9644,23889,Has relevent experience,1,1,0
9645,9080,Has relevent experience,4,1,0
9646,19484,Has relevent experience,2,2,0
9647,5627,No relevent experience,3,0,1
9648,832,Has relevent experience,9,5,1
9649,6240,Has relevent experience,18,5,0
9650,44,Has relevent experience,20,1,0
9651,13527,No relevent experience,2,1,0
9652,27660,Has relevent experience,11,2,1
9653,25643,Has relevent experience,8,1,0
9654,26913,Has relevent experience,6,1,0
9655,6284,Has relevent experience,11,1,1
9656,15969,Has relevent experience,5,1,0
9657,32081,Has relevent experience,18,1,0
9658,17972,Has relevent experience,6,2,0
9659,5169,Has relevent experience,5,1,1
9660,30203,Has relevent experience,4,1,0
9661,30978,Has relevent experience,13,1,0
9662,23298,No relevent experience,6,0,0
9663,7479,Has relevent experience,10,1,0
9664,16452,No relevent experience,2,0,0
9665,9901,Has relevent experience,1,0,0
9666,11411,No relevent experience,4,2,0
9667,7790,Has relevent experience,9,1,0
9668,10733,No relevent experience,4,1,1
9669,8438,Has relevent experience,7,1,1
9670,3748,Has relevent experience,7,1,0
9671,1947,Has relevent experience,16,1,0
9672,7480,Has relevent experience,20,1,0
9673,10399,No relevent experience,5,0,0
9674,23315,No relevent experience,1,0,1
9675,28880,Has relevent experience,1,1,0
9676,21571,No relevent experience,20,5,0
9677,16025,No relevent experience,10,0,0
9679,26204,Has relevent experience,19,5,0
9680,26699,No relevent experience,10,1,1
9681,5993,Has relevent experience,16,5,0
9682,11656,No relevent experience,13,5,1
9683,24939,No relevent experience,3,2,1
9684,3040,Has relevent experience,4,2,0
9685,18674,Has relevent experience,20,1,0
9686,16350,No relevent experience,1,0,0
9687,17739,Has relevent experience,0,1,0
9688,24758,Has relevent experience,16,5,0
9689,20491,Has relevent experience,6,1,1
9690,28749,Has relevent experience,3,1,0
9691,16837,No relevent experience,15,1,1
9692,2881,Has relevent experience,6,2,0
9693,2514,Has relevent experience,8,3,0
9694,31605,Has relevent experience,20,5,0
9695,3608,Has relevent experience,20,5,0
9696,8850,Has relevent experience,7,4,0
9697,11790,Has relevent experience,20,5,1
9698,336,Has relevent experience,4,1,0
9699,7338,Has relevent experience,20,5,0
9700,28107,Has relevent experience,16,1,0
9701,30734,No relevent experience,1,0,1
9702,9524,Has relevent experience,6,1,0
9703,26392,Has relevent experience,11,1,0
9704,31766,Has relevent experience,2,1,1
9705,29670,Has relevent experience,10,3,0
9706,27254,Has relevent experience,11,3,0
9707,30225,Has relevent experience,20,3,1
9708,1835,Has relevent experience,19,2,0
9709,31695,Has relevent experience,20,5,0
9710,30704,Has relevent experience,15,5,0
9711,17000,Has relevent experience,19,5,0
9712,14378,Has relevent experience,0,1,1
9713,20289,Has relevent experience,20,5,1
9714,11194,Has relevent experience,8,2,0
9715,390,Has relevent experience,9,0,0
9716,11863,Has relevent experience,16,1,0
9717,22002,Has relevent experience,14,2,0
9718,18687,Has relevent experience,13,5,0
9719,9088,No relevent experience,3,0,1
9720,23977,Has relevent experience,17,3,1
9721,32738,No relevent experience,0,0,0
9722,22299,Has relevent experience,20,5,0
9723,25200,Has relevent experience,7,1,0
9724,1389,Has relevent experience,20,5,0
9725,23738,Has relevent experience,20,5,0
9726,30160,Has relevent experience,2,0,0
9727,14813,Has relevent experience,7,1,1
9728,26558,Has relevent experience,6,3,1
9729,32237,No relevent experience,8,0,0
9730,31778,No relevent experience,15,5,0
9731,15044,Has relevent experience,13,2,0
9732,3705,Has relevent experience,14,2,0
9733,25652,No relevent experience,5,2,1
9734,31680,No relevent experience,11,3,0
9735,29674,Has relevent experience,20,5,0
9736,2142,Has relevent experience,5,1,0
9737,14745,No relevent experience,6,1,0
9738,6887,Has relevent experience,10,1,0
9739,11834,Has relevent experience,15,5,0
9741,29029,Has relevent experience,2,1,0
9742,29032,Has relevent experience,12,3,0
9743,23323,Has relevent experience,20,5,0
9744,4916,No relevent experience,5,1,0
9745,12871,No relevent experience,10,1,1
9746,7047,Has relevent experience,8,1,1
9747,31619,No relevent experience,2,2,0
9748,26734,Has relevent experience,8,1,0
9749,22833,No relevent experience,5,1,0
9750,26507,Has relevent experience,20,4,0
9751,10744,Has relevent experience,20,4,0
9752,4854,Has relevent experience,20,5,1
9753,13950,Has relevent experience,20,5,1
9754,30716,Has relevent experience,17,2,0
9755,3545,Has relevent experience,20,5,0
9756,28034,Has relevent experience,3,1,0
9757,6053,Has relevent experience,20,4,0
9758,23661,Has relevent experience,5,5,1
9759,28746,Has relevent experience,6,1,0
9760,29384,Has relevent experience,20,5,0
9761,21262,Has relevent experience,9,1,0
9762,31104,No relevent experience,20,2,0
9763,20161,Has relevent experience,5,1,0
9764,768,Has relevent experience,20,5,0
9765,29840,Has relevent experience,20,1,0
9766,26111,Has relevent experience,8,1,0
9767,29292,Has relevent experience,14,1,0
9768,25831,No relevent experience,14,2,1
9769,1458,Has relevent experience,9,5,1
9770,17112,No relevent experience,1,0,1
9771,20197,Has relevent experience,10,1,0
9772,8025,Has relevent experience,12,1,0
9773,13411,Has relevent experience,10,1,0
9774,20264,No relevent experience,1,0,0
9775,25878,Has relevent experience,7,2,0
9776,430,Has relevent experience,20,3,1
9777,22953,Has relevent experience,10,5,0
9778,10841,Has relevent experience,20,5,0
9779,12861,Has relevent experience,11,2,0
9780,31610,Has relevent experience,20,5,0
9781,5297,Has relevent experience,20,1,0
9782,24859,Has relevent experience,20,5,1
9783,1785,Has relevent experience,20,5,1
9784,11690,Has relevent experience,16,1,0
9785,2568,No relevent experience,1,1,0
9786,12796,No relevent experience,0,2,0
9787,17,Has relevent experience,13,4,0
9788,5773,Has relevent experience,6,1,0
9789,21178,Has relevent experience,4,1,0
