,enrollee_id,education_level,major_discipline,target
7811,19201,Graduate,Arts,0
7812,21285,Graduate,STEM,0
7813,29747,Graduate,STEM,0
7814,16332,Graduate,STEM,1
7815,3370,Graduate,STEM,0
7816,28855,Graduate,STEM,0
7817,30457,High School,STEM,0
7818,2940,High School,STEM,0
7819,6439,High School,STEM,0
7820,24568,Masters,STEM,0
7821,571,Graduate,STEM,1
7822,1501,Graduate,STEM,0
7823,14375,Masters,STEM,0
7824,26867,Graduate,STEM,0
7825,14447,High School,STEM,0
7827,17705,Graduate,STEM,0
7828,29026,Graduate,STEM,0
7829,1313,Graduate,STEM,0
7830,14108,Graduate,STEM,1
7831,21787,Masters,STEM,0
7832,3905,Graduate,STEM,0
7833,13322,Graduate,STEM,0
7834,1482,Masters,STEM,0
7835,25561,Masters,STEM,0
7837,13669,High School,STEM,0
7839,8200,Masters,STEM,0
7840,617,Graduate,STEM,0
7841,9457,Graduate,Other,0
7842,12433,High School,STEM,0
7844,29950,High School,STEM,0
7845,30797,High School,STEM,0
7846,2623,Masters,STEM,1
7848,29947,Graduate,STEM,0
7850,3472,High School,STEM,1
7851,14185,Masters,STEM,0
7852,24518,High School,STEM,0
7853,2234,Masters,STEM,0
7854,12849,High School,STEM,0
7855,12864,Graduate,STEM,0
7856,23650,Graduate,Arts,0
7857,33102,Masters,STEM,1
7858,22850,Graduate,STEM,0
7859,13325,Masters,STEM,0
7860,27109,Masters,STEM,0
7861,28826,Graduate,STEM,1
7862,3984,High School,STEM,0
7863,27352,Graduate,STEM,0
7864,26838,Graduate,STEM,0
7865,25577,Graduate,Other,0
7866,20549,Graduate,STEM,0
7867,27174,Masters,Humanities,0
7868,16468,Graduate,Humanities,0
7869,31522,Graduate,STEM,0
7870,22335,Graduate,STEM,0
7871,11697,Graduate,STEM,0
7872,10153,Graduate,STEM,1
7873,2871,Graduate,STEM,1
7874,12530,Graduate,STEM,0
7875,4411,Phd,STEM,0
7876,19514,Masters,STEM,1
7877,5584,Graduate,STEM,0
7878,9297,Masters,STEM,0
7879,36,Graduate,STEM,0
7880,16031,Graduate,STEM,0
7881,21928,Graduate,STEM,0
7882,16868,Graduate,STEM,1
7883,15146,Graduate,STEM,1
7884,30798,Graduate,STEM,0
7885,14550,Graduate,STEM,1
7886,23619,Graduate,STEM,1
7887,10644,Masters,STEM,1
7888,14442,Masters,STEM,0
7889,17345,High School,STEM,1
7890,2334,Masters,STEM,0
7891,11938,Graduate,STEM,1
7892,8948,Graduate,STEM,0
7893,6454,Masters,STEM,0
7894,24036,Graduate,STEM,1
7895,11587,Masters,STEM,0
7896,23118,High School,STEM,1
7897,16572,Masters,STEM,0
7898,21880,Masters,STEM,0
7899,25625,Masters,STEM,0
7900,8804,Graduate,STEM,0
7901,24207,Masters,STEM,0
7902,28213,Graduate,STEM,1
7903,27250,Graduate,STEM,1
7904,26901,Graduate,STEM,0
7905,18011,Graduate,STEM,1
7906,9285,Graduate,STEM,0
7907,32588,Graduate,STEM,1
7908,18634,Masters,STEM,0
7909,8569,Graduate,STEM,1
7910,29935,Graduate,STEM,0
7911,31500,Phd,STEM,0
7912,32217,Graduate,STEM,0
7913,26475,Masters,STEM,0
7914,31989,Graduate,STEM,0
7915,14374,Graduate,STEM,0
7916,29107,Graduate,STEM,1
7917,26729,Masters,STEM,0
7918,29060,Graduate,STEM,0
7919,11376,Masters,STEM,0
7920,30416,High School,STEM,0
7921,28135,Graduate,STEM,0
7923,10622,High School,STEM,0
7924,11854,Graduate,Humanities,0
7925,21175,Graduate,STEM,0
7926,32253,Masters,STEM,0
7927,24541,Graduate,STEM,1
7928,5248,High School,STEM,0
7929,21678,Graduate,STEM,0
7930,32121,Graduate,STEM,0
7931,22242,Graduate,STEM,1
7932,16946,Graduate,STEM,0
7933,27397,Graduate,STEM,0
7934,11978,Graduate,STEM,1
7935,16730,Graduate,STEM,0
7936,10785,Graduate,STEM,1
7937,15888,Masters,Humanities,0
7938,5223,Graduate,STEM,0
7939,24150,Graduate,STEM,1
7941,891,Graduate,STEM,0
7942,2899,Graduate,STEM,1
7943,18297,Graduate,STEM,1
7944,3801,Masters,STEM,0
7945,31235,Graduate,STEM,0
7946,25,Graduate,STEM,0
7947,20030,Graduate,STEM,0
7948,12544,Masters,STEM,1
7949,30325,Graduate,Other,0
7950,10533,Graduate,STEM,0
7951,11543,Masters,STEM,0
7952,12746,Masters,STEM,0
7953,19578,Masters,STEM,0
7954,1579,Graduate,STEM,0
7955,9210,Masters,STEM,0
7956,420,Graduate,STEM,0
7957,19613,Graduate,STEM,0
7958,27273,Graduate,STEM,0
7959,30062,Masters,STEM,0
7960,1900,Graduate,STEM,0
7961,7003,Graduate,STEM,1
7962,30425,Masters,STEM,0
7963,21357,Graduate,STEM,1
7964,27477,Masters,STEM,0
7965,24713,Phd,STEM,0
7966,29144,Graduate,STEM,1
7967,31168,Graduate,STEM,0
7968,6676,Masters,STEM,0
7969,27948,Graduate,STEM,0
7970,10459,Graduate,STEM,0
7971,27666,Graduate,STEM,0
7972,11993,Graduate,STEM,0
7973,7634,Graduate,STEM,0
7974,8516,Graduate,STEM,1
7975,7841,Graduate,STEM,0
7976,2910,Masters,STEM,0
7977,6047,Graduate,Humanities,0
7978,18755,Masters,STEM,0
7979,31647,Graduate,STEM,0
7981,7694,Graduate,STEM,0
7982,7444,Masters,STEM,1
7983,24752,Graduate,STEM,1
7984,16771,Graduate,STEM,1
7985,23944,Graduate,STEM,0
7986,20230,Masters,STEM,0
7987,19712,Masters,STEM,0
7988,7878,Masters,STEM,0
7989,23897,Graduate,STEM,0
7990,11873,Phd,STEM,0
7991,31080,Graduate,STEM,1
7992,24578,Graduate,STEM,1
7993,325,Graduate,STEM,0
7994,316,Graduate,STEM,1
7995,26293,Masters,STEM,0
7996,25874,Graduate,STEM,0
7997,13069,Masters,STEM,0
7998,18221,Masters,STEM,1
7999,16147,Graduate,STEM,0
8000,16315,Graduate,STEM,0
8001,11880,High School,STEM,1
8002,13260,Graduate,STEM,0
8003,13613,High School,STEM,0
8004,27680,Graduate,STEM,0
8005,23312,Graduate,STEM,1
8006,31085,Graduate,Humanities,0
8007,15068,Primary School,STEM,0
8008,10148,Graduate,STEM,0
8009,27992,Graduate,STEM,1
8010,27256,Graduate,STEM,0
8011,1259,Graduate,STEM,0
8012,13262,Graduate,No Major,0
8013,24408,High School,STEM,1
8014,25662,Masters,STEM,0
8015,10385,Graduate,STEM,0
8016,16665,Masters,STEM,0
8017,11157,Graduate,STEM,0
8018,8030,Graduate,Other,0
8019,25221,Graduate,STEM,0
8020,1287,Graduate,STEM,0
8021,7940,Masters,STEM,0
8022,17060,Primary School,STEM,0
8023,29555,Graduate,STEM,1
8024,473,Graduate,STEM,0
8025,26124,Graduate,STEM,0
8026,7083,Masters,STEM,0
8027,30246,Graduate,STEM,1
8028,27911,Graduate,STEM,0
8029,11255,Graduate,STEM,0
8030,30528,Graduate,STEM,0
8031,25988,Masters,STEM,0
8032,24409,Masters,STEM,1
8033,27111,High School,STEM,0
8035,17051,Graduate,STEM,1
8036,12518,Graduate,STEM,0
8037,17266,Graduate,STEM,0
8038,6558,Graduate,STEM,0
8039,9882,Masters,STEM,0
8040,5214,Masters,STEM,0
8041,17260,Masters,STEM,0
8042,14415,Masters,STEM,1
8043,21745,Graduate,STEM,1
8044,9547,Masters,STEM,1
8045,33333,Graduate,Humanities,0
8046,27349,Masters,STEM,1
8047,23522,Masters,STEM,0
8048,26369,Graduate,STEM,1
8049,9880,Graduate,STEM,0
8050,11775,Graduate,STEM,0
8051,26774,Graduate,STEM,0
8052,21832,Phd,STEM,0
8053,17467,Masters,STEM,0
8054,3166,Graduate,STEM,0
8055,10361,Graduate,Other,0
8056,838,Graduate,STEM,0
8057,25772,Phd,Arts,1
8058,460,High School,STEM,0
8059,2831,Graduate,STEM,1
8060,29751,Masters,Business Degree,0
8061,13692,Graduate,STEM,0
8062,14959,Masters,STEM,1
8063,1369,Graduate,STEM,0
8064,12286,Graduate,STEM,0
8065,25674,Graduate,STEM,0
8066,30210,Masters,STEM,0
8067,31160,Graduate,STEM,1
8069,11375,Graduate,STEM,0
8070,17135,Graduate,STEM,0
8071,19029,Graduate,STEM,0
8072,25040,Masters,STEM,1
8073,10091,Primary School,STEM,0
8074,5071,Graduate,STEM,0
8075,12418,Graduate,STEM,0
8076,16754,Graduate,STEM,0
8077,27012,Graduate,STEM,0
8078,28750,Graduate,STEM,0
8079,26371,Graduate,STEM,1
8080,19835,High School,STEM,0
8081,4647,High School,STEM,0
8082,4724,Primary School,STEM,0
8083,25219,Graduate,STEM,1
8084,16235,Graduate,STEM,0
8085,22621,Masters,STEM,0
8086,6142,Phd,STEM,0
8087,32760,High School,STEM,0
8088,15503,High School,STEM,0
8089,5055,Primary School,STEM,0
8090,2981,Graduate,Humanities,0
8091,16543,Graduate,STEM,0
8092,13179,Masters,STEM,0
8093,32628,Graduate,STEM,1
8094,33250,Graduate,STEM,0
8095,4127,Masters,STEM,0
8096,22454,Graduate,STEM,1
8097,3265,Masters,Humanities,1
8098,773,Graduate,STEM,0
8099,5382,Graduate,STEM,0
8100,7509,Graduate,STEM,0
8101,22821,Graduate,STEM,0
8102,32991,Graduate,STEM,0
8103,33296,Graduate,Other,0
8104,19414,Graduate,STEM,0
8105,22771,High School,STEM,0
8106,10491,Graduate,Humanities,0
8107,14559,Masters,STEM,0
8109,28023,Masters,STEM,0
8110,9632,Phd,STEM,0
8111,31817,Graduate,No Major,0
8112,22419,Masters,STEM,1
8113,8006,Graduate,STEM,0
8114,16647,Graduate,STEM,0
8115,31041,Graduate,STEM,0
8116,2996,Primary School,STEM,0
8117,26772,Graduate,STEM,0
8118,3895,Masters,STEM,0
8120,164,Graduate,STEM,1
8121,6229,Graduate,STEM,1
8122,11298,Graduate,STEM,0
8123,25813,Graduate,STEM,0
8125,26330,Graduate,STEM,1
8126,4662,Masters,STEM,0
8127,16581,Graduate,STEM,0
8128,7658,Graduate,STEM,0
8129,17349,High School,STEM,0
8130,20488,Graduate,STEM,0
8131,18609,High School,STEM,0
8132,7254,Masters,STEM,0
8133,15795,High School,STEM,0
8134,24879,Masters,STEM,0
8135,24620,Graduate,Business Degree,1
8136,12753,Graduate,STEM,0
8137,13380,Graduate,STEM,0
8138,32729,Graduate,Humanities,1
8140,30289,Masters,STEM,0
8141,32317,Graduate,STEM,0
8142,1357,High School,STEM,0
8143,30069,Masters,STEM,1
8144,27755,Graduate,STEM,1
8146,29179,Graduate,STEM,0
8147,17411,Graduate,Other,1
8148,2632,Phd,STEM,0
8149,20998,Masters,STEM,0
8150,6571,Graduate,STEM,0
8151,19789,Graduate,STEM,1
8152,31885,Graduate,Humanities,0
8153,15784,Masters,STEM,0
8154,8928,Graduate,STEM,0
8155,19185,Graduate,STEM,1
8156,21131,Masters,STEM,0
8157,13376,Masters,STEM,1
8158,19304,Masters,STEM,0
8159,32408,Primary School,STEM,0
8160,29721,High School,STEM,0
8161,14084,Masters,Humanities,0
8162,15919,Graduate,STEM,0
8163,2254,Graduate,STEM,0
8164,4873,Graduate,STEM,0
8165,28868,Graduate,STEM,1
8166,29980,Graduate,STEM,0
8167,18641,Graduate,STEM,0
8168,14313,Graduate,STEM,1
8169,19106,Graduate,STEM,0
8170,28519,Masters,STEM,1
8171,21895,Graduate,Business Degree,0
8172,22908,Masters,STEM,1
8173,14117,Graduate,Business Degree,1
8174,21393,High School,STEM,0
8175,4094,Masters,STEM,0
8176,16976,Masters,STEM,0
8177,11715,High School,STEM,0
8178,23939,Graduate,STEM,0
8179,31864,Graduate,STEM,0
8180,2261,Graduate,STEM,0
8181,17371,High School,STEM,0
8182,16650,Graduate,STEM,0
8183,27129,Graduate,STEM,1
8184,12247,Graduate,STEM,0
8185,26945,Graduate,STEM,0
8186,606,Masters,STEM,0
8187,17119,Graduate,STEM,0
8188,23645,Masters,STEM,0
8189,18173,Graduate,STEM,0
8190,15387,Graduate,STEM,0
8191,29905,Masters,STEM,0
8192,27359,Masters,STEM,1
8193,23482,Graduate,STEM,0
8194,29523,Graduate,Humanities,0
8195,28164,Graduate,STEM,0
8196,25765,Graduate,Humanities,1
8197,188,Graduate,STEM,0
8198,897,Graduate,STEM,0
8199,22397,Graduate,STEM,0
8200,20947,High School,STEM,0
8201,22434,Masters,STEM,1
8202,32858,Masters,STEM,0
8203,6254,Graduate,STEM,0
8204,1128,Graduate,STEM,1
8205,29315,Masters,STEM,0
8206,11716,High School,STEM,0
8207,6395,High School,STEM,0
8208,23898,Graduate,STEM,0
8209,6498,Masters,STEM,0
8210,18729,Graduate,STEM,0
8211,23717,Graduate,STEM,0
8212,30226,High School,STEM,0
8213,662,Graduate,Arts,0
8214,26707,Graduate,STEM,0
8215,17468,High School,STEM,1
8216,30068,Graduate,STEM,0
8217,12761,Masters,STEM,0
8218,7664,Graduate,STEM,0
8219,2587,Primary School,STEM,0
8220,26079,Graduate,STEM,0
8221,7574,Graduate,Business Degree,0
8222,19561,Graduate,STEM,0
8223,8621,Graduate,STEM,0
8224,4557,Graduate,STEM,0
8225,19573,Graduate,STEM,1
8226,272,Graduate,STEM,0
8227,20238,Masters,STEM,0
8228,32702,High School,STEM,0
8229,1793,Graduate,STEM,0
8230,10878,High School,STEM,0
8231,18875,Graduate,STEM,0
8232,7134,Primary School,STEM,0
8233,30928,Graduate,STEM,1
8234,11254,Graduate,Humanities,1
8235,12942,Graduate,STEM,0
8236,13802,Graduate,STEM,0
8238,16450,Graduate,STEM,0
8239,9769,Phd,STEM,0
8240,23695,Graduate,STEM,0
8241,4254,Graduate,STEM,0
8242,16003,Graduate,STEM,1
8243,23061,Graduate,STEM,0
8244,16352,Graduate,STEM,0
8245,31242,Graduate,STEM,1
8246,26685,Graduate,STEM,0
8247,13417,Masters,STEM,1
8248,2647,Masters,STEM,0
8249,27807,Graduate,STEM,1
8250,28566,Graduate,STEM,0
8251,2967,Graduate,STEM,0
8252,21997,Masters,STEM,0
8253,20667,Masters,STEM,0
8254,27656,Graduate,STEM,0
8255,32753,Graduate,Humanities,0
8256,15845,Graduate,Arts,0
8257,6584,Graduate,STEM,0
8258,12948,High School,STEM,0
8259,22276,Graduate,STEM,0
8260,21612,Graduate,STEM,0
8261,27007,Masters,Arts,1
8262,27070,Masters,STEM,0
8263,14825,Graduate,STEM,0
8264,32053,Graduate,STEM,1
8265,18447,Masters,STEM,0
8266,2856,Graduate,STEM,0
8267,10520,Masters,STEM,0
8268,2203,Graduate,STEM,1
8269,13890,Graduate,STEM,0
8270,30693,High School,STEM,0
8271,11336,Graduate,STEM,0
8272,18836,Graduate,STEM,0
8273,12650,High School,STEM,1
8274,3332,Graduate,STEM,0
8275,12222,Masters,STEM,0
8276,14167,High School,STEM,1
8277,17408,Masters,STEM,0
8278,9946,Graduate,STEM,0
8279,19771,Masters,STEM,0
8280,19736,Graduate,STEM,0
8281,11061,Graduate,STEM,1
8282,2347,Graduate,STEM,0
8283,8461,Masters,STEM,0
8284,13465,Masters,STEM,0
8285,19838,Graduate,STEM,0
8286,7795,Graduate,STEM,1
8287,5054,Masters,STEM,0
8288,16638,Graduate,STEM,0
8289,5513,High School,STEM,0
8290,15138,Graduate,STEM,0
8291,2541,Primary School,STEM,0
8292,1244,Graduate,STEM,0
8293,28967,Graduate,STEM,1
8294,21426,Masters,STEM,0
8295,22622,High School,STEM,0
8296,413,Masters,STEM,0
8297,26739,Graduate,STEM,0
8298,14573,Masters,STEM,1
8299,5045,Phd,STEM,0
8300,7336,Graduate,Arts,0
8301,31231,Graduate,STEM,0
8302,29080,Graduate,No Major,0
8303,24267,Graduate,STEM,0
8304,19933,Graduate,STEM,0
8305,32952,Graduate,STEM,1
8306,22645,Masters,STEM,0
8307,2638,Graduate,STEM,0
8308,20859,Graduate,STEM,0
8309,9472,Masters,STEM,0
8310,25691,Graduate,STEM,0
8311,1106,Graduate,STEM,0
8312,22365,Graduate,STEM,0
8313,14251,Graduate,STEM,0
8314,2497,Graduate,STEM,0
8315,31423,Graduate,STEM,1
8316,3067,Graduate,STEM,0
8317,4087,Graduate,STEM,0
8318,8360,Graduate,STEM,0
8319,10543,Masters,STEM,0
8320,4023,Graduate,STEM,0
8321,306,Graduate,STEM,0
8322,11290,Graduate,STEM,0
8323,4238,Graduate,STEM,1
8324,23191,Masters,STEM,0
8325,11981,Masters,STEM,1
8326,13661,High School,STEM,1
8327,1353,Graduate,STEM,1
8328,4668,Masters,STEM,0
8329,26597,Graduate,STEM,1
8330,27767,High School,STEM,0
8331,22832,High School,STEM,0
8332,15979,Graduate,Other,1
8333,10511,Graduate,STEM,0
8334,28256,Graduate,STEM,0
8335,14993,Graduate,STEM,0
8336,15985,Graduate,STEM,0
8337,23161,High School,STEM,1
8338,17522,Graduate,STEM,1
8339,5830,Masters,STEM,1
8340,24749,Masters,STEM,1
8341,17857,Masters,Arts,1
8342,14459,Masters,STEM,0
8343,15852,High School,STEM,0
8344,18924,Masters,STEM,0
8346,24863,High School,STEM,0
8347,26813,Graduate,STEM,0
8348,21098,Graduate,STEM,1
8349,16505,Masters,Other,0
8350,9507,High School,STEM,0
8351,12294,High School,STEM,0
8352,11424,Graduate,STEM,1
8353,18704,Graduate,STEM,0
8354,23092,Graduate,STEM,1
8355,12902,Graduate,STEM,0
8356,12547,High School,STEM,0
8357,31164,Graduate,STEM,1
8358,19265,High School,STEM,1
8359,29397,Graduate,STEM,0
8360,26064,Graduate,STEM,0
8361,11320,Graduate,Business Degree,0
8362,3864,Graduate,STEM,0
8363,22173,Graduate,Business Degree,0
8364,32368,Masters,Humanities,0
8365,12803,Graduate,STEM,1
8366,11402,Graduate,STEM,0
8367,23205,Masters,STEM,0
8368,17149,High School,STEM,0
8369,7995,Graduate,STEM,0
8370,13120,Primary School,STEM,1
8371,31784,Masters,STEM,1
8372,5315,Graduate,STEM,0
8373,23065,Phd,STEM,1
8374,23753,Masters,STEM,0
8375,14097,Graduate,STEM,0
8376,9898,Graduate,STEM,0
8377,29258,Graduate,STEM,0
8378,19593,Masters,Humanities,0
8379,28052,Graduate,STEM,0
8380,28947,Graduate,STEM,0
8381,17024,Graduate,STEM,0
8382,8753,Masters,STEM,0
8383,3217,Graduate,STEM,0
8384,21116,Graduate,STEM,0
8385,13554,Graduate,STEM,0
8387,12683,Graduate,Arts,0
8388,690,High School,STEM,0
8389,5394,Graduate,STEM,1
8390,12172,High School,STEM,0
8391,13810,High School,STEM,0
8392,17867,Graduate,Humanities,0
8393,25192,Masters,STEM,0
8394,7671,Graduate,STEM,1
8395,21495,Graduate,STEM,0
8396,6783,High School,STEM,1
8397,148,Graduate,STEM,0
8398,30754,Graduate,STEM,0
8399,18576,Graduate,STEM,0
8400,10986,Graduate,STEM,0
8402,1760,Masters,STEM,0
8403,25067,Graduate,STEM,1
8404,13055,Masters,STEM,1
8405,7824,Graduate,STEM,0
8407,2504,Graduate,STEM,0
8408,12494,Graduate,STEM,0
8409,19088,Graduate,STEM,0
8410,17749,Graduate,STEM,0
8412,9427,Graduate,Humanities,0
8413,2822,Masters,STEM,0
8415,32277,Primary School,STEM,0
8416,15002,Masters,Business Degree,0
8417,21858,Masters,STEM,1
8418,1715,Graduate,STEM,0
8419,22738,Graduate,STEM,0
8420,14463,Graduate,STEM,1
8421,19906,Graduate,STEM,1
8422,15435,Graduate,STEM,1
8423,29887,Graduate,STEM,0
8424,19720,Masters,STEM,0
8425,26678,Graduate,STEM,0
8426,29412,Masters,STEM,0
8427,14017,Graduate,STEM,0
8428,23324,High School,STEM,1
8429,26725,Masters,STEM,0
8430,10111,Masters,Humanities,0
8431,9060,Masters,STEM,0
8432,5533,Masters,STEM,1
8433,12422,Masters,STEM,1
8434,25111,Masters,STEM,1
8435,18639,Graduate,STEM,0
8436,20110,Graduate,STEM,0
8437,7127,Graduate,STEM,0
8438,23509,Graduate,Other,0
8439,19748,Graduate,STEM,0
8440,19837,Graduate,STEM,0
8441,25873,Graduate,STEM,0
8442,23276,High School,STEM,0
8443,16356,Graduate,STEM,0
8444,24501,Graduate,STEM,1
8445,19513,Graduate,STEM,1
8446,10812,Masters,STEM,1
8447,20353,Masters,STEM,1
8448,9963,Graduate,STEM,0
8449,25929,Graduate,STEM,0
8450,27081,Graduate,STEM,0
8451,20195,Masters,Humanities,0
8452,3362,Graduate,STEM,0
8454,30460,Masters,STEM,1
8455,14509,Graduate,STEM,0
8456,4010,Graduate,STEM,0
8457,25780,Graduate,STEM,1
8458,12267,Graduate,Other,0
8459,9126,Graduate,No Major,0
8460,27812,Masters,Business Degree,1
8461,16296,High School,STEM,0
8462,27341,Graduate,STEM,1
8463,28022,Masters,STEM,1
8465,27618,Masters,STEM,1
8466,26480,Masters,STEM,0
8467,18876,Masters,STEM,0
8468,452,Masters,STEM,0
8469,28227,High School,STEM,1
8470,30637,Masters,STEM,0
8471,26413,Graduate,STEM,0
8472,21292,Graduate,STEM,0
8473,6843,Graduate,STEM,1
8474,649,Graduate,STEM,0
8475,26442,Graduate,STEM,1
8476,11067,Graduate,STEM,1
8477,22761,Phd,STEM,1
8478,31172,Masters,STEM,1
8479,12010,Graduate,STEM,1
8480,32195,Graduate,STEM,0
8481,2927,Graduate,STEM,1
8482,16926,Graduate,STEM,0
8483,13268,Graduate,STEM,0
8484,9774,Graduate,STEM,0
8485,23440,High School,STEM,0
8486,33312,Graduate,STEM,0
8487,21674,Graduate,STEM,1
8488,11524,Graduate,STEM,1
8489,25591,Graduate,STEM,1
8490,6035,Masters,STEM,0
8491,28392,Masters,STEM,0
8492,8988,Graduate,STEM,0
8493,3481,Graduate,STEM,0
8494,20004,Graduate,STEM,0
8495,2804,High School,STEM,0
8496,13393,Graduate,STEM,0
8497,10388,Graduate,STEM,0
8498,14395,Masters,STEM,1
8499,11784,Graduate,STEM,1
8500,20525,Graduate,STEM,1
8501,10542,Phd,STEM,0
8502,26657,Graduate,STEM,0
8503,19579,Masters,STEM,1
8504,10181,Graduate,STEM,1
8505,30681,Graduate,STEM,0
8506,7455,Graduate,STEM,0
8507,28635,Graduate,STEM,0
8508,20586,Graduate,Humanities,1
8510,3649,Graduate,Business Degree,1
8511,21271,High School,STEM,0
8512,24276,Graduate,STEM,1
8513,17443,Graduate,STEM,0
8514,481,High School,STEM,0
8515,29505,Graduate,STEM,1
8516,18137,Graduate,STEM,1
8517,20990,Graduate,STEM,0
8518,6820,Graduate,STEM,0
8519,8090,Graduate,STEM,0
8520,24339,Graduate,STEM,0
8521,21382,Masters,STEM,0
8522,11727,Masters,STEM,1
8523,32751,Graduate,Business Degree,0
8524,4843,Graduate,STEM,0
8525,33344,Graduate,STEM,1
8527,25425,Graduate,STEM,0
8528,21222,Graduate,Humanities,0
8529,30058,Graduate,STEM,0
8530,4961,High School,STEM,0
8531,13033,Masters,STEM,0
8532,28760,Graduate,STEM,1
8533,10880,High School,STEM,1
8535,22788,Primary School,STEM,0
8536,13360,Graduate,STEM,0
8537,5812,Masters,STEM,0
8539,6977,Graduate,STEM,0
8540,12346,Graduate,STEM,1
8541,16473,Masters,STEM,0
8542,18331,Graduate,STEM,0
8543,23159,Masters,STEM,1
8545,10262,Graduate,STEM,1
8546,27888,Masters,STEM,0
8547,32489,Graduate,Humanities,0
8548,29821,Graduate,Other,0
8549,493,High School,STEM,0
8550,20581,Graduate,STEM,1
8551,24905,Masters,STEM,1
8553,32196,Phd,STEM,1
8554,8714,Graduate,STEM,0
8555,26098,Graduate,STEM,0
8556,17624,Graduate,STEM,0
8557,28636,Graduate,STEM,1
8559,6186,Graduate,STEM,0
8560,8120,Graduate,STEM,0
8561,19472,Graduate,STEM,1
8562,15932,Graduate,STEM,0
8563,712,Graduate,Business Degree,1
8564,22093,Graduate,STEM,0
8565,6906,Masters,STEM,0
8566,6279,Masters,STEM,0
8567,28013,Graduate,STEM,0
8568,11117,Graduate,STEM,0
8569,19401,Graduate,STEM,1
8571,8662,Graduate,STEM,1
8572,10458,Graduate,STEM,0
8573,2945,Graduate,STEM,0
8574,7905,High School,STEM,0
8575,16278,Graduate,STEM,0
8576,25539,Graduate,STEM,0
8577,5253,High School,STEM,1
8578,27928,Graduate,STEM,0
8579,10643,Masters,STEM,0
8580,25505,Graduate,STEM,0
8581,7022,Masters,STEM,1
8582,1468,Graduate,Humanities,0
8583,11333,Phd,STEM,0
8584,4529,Graduate,STEM,1
8585,10178,Graduate,STEM,0
8586,30689,Masters,STEM,0
8588,7569,Graduate,STEM,0
8589,940,Graduate,STEM,0
8590,10000,High School,STEM,0
8591,15815,Graduate,STEM,0
8592,26738,Graduate,STEM,0
8593,26220,Graduate,STEM,0
8594,28756,Masters,STEM,0
8595,5170,Masters,STEM,0
8596,20203,High School,STEM,0
8597,28544,Graduate,STEM,0
8598,12797,Graduate,STEM,0
8599,28079,Graduate,Other,0
8600,285,Phd,STEM,0
8601,5216,Graduate,STEM,1
8602,8258,High School,STEM,0
8603,24984,Graduate,STEM,0
8604,1649,Graduate,STEM,1
8605,30384,High School,STEM,1
8606,10244,Graduate,Other,0
8607,13341,Graduate,STEM,1
8608,27727,Masters,STEM,1
8609,8633,High School,STEM,1
8610,13715,Masters,STEM,0
8612,28315,Masters,STEM,1
8613,31426,Graduate,STEM,1
8614,9263,High School,STEM,0
8615,19500,Masters,STEM,0
8616,14162,Graduate,STEM,0
8617,7571,Phd,STEM,0
8618,9365,Graduate,STEM,0
8619,5218,Graduate,STEM,0
8620,6185,Graduate,Arts,0
8621,31139,Graduate,STEM,0
8622,9904,Graduate,STEM,0
8623,19950,High School,STEM,0
8624,33003,Graduate,STEM,0
8625,9218,Graduate,STEM,1
8626,10291,Graduate,Other,0
8627,25392,Graduate,STEM,0
8628,27178,High School,STEM,0
8629,15886,Graduate,STEM,0
8630,31016,Graduate,STEM,0
8631,8022,Graduate,STEM,0
8632,10494,Masters,STEM,0
8633,32782,Masters,STEM,1
8634,2449,Masters,STEM,0
8635,27195,Graduate,STEM,0
8636,29301,Graduate,STEM,0
8637,13263,Graduate,Other,0
8638,12733,High School,STEM,0
8639,2035,Graduate,STEM,0
8640,7042,Masters,STEM,0
8641,5667,Masters,STEM,0
8642,32458,Graduate,No Major,1
8643,3778,Graduate,No Major,0
8645,14877,Masters,STEM,0
8646,23420,Graduate,STEM,1
8647,23263,Graduate,STEM,1
8648,10084,Masters,STEM,1
8649,11947,Phd,STEM,1
8650,19801,High School,STEM,1
8651,15475,Graduate,STEM,0
8652,12870,High School,STEM,0
8653,14391,Graduate,STEM,1
8654,11896,High School,STEM,1
8655,7310,High School,STEM,1
8656,15523,Graduate,No Major,0
8657,25938,Graduate,STEM,0
8658,20630,Graduate,STEM,0
8659,9942,Graduate,STEM,1
8660,10736,Masters,STEM,0
8661,3200,Graduate,Humanities,0
8662,4695,High School,STEM,0
8663,7415,Graduate,STEM,0
8664,19047,Masters,STEM,0
8665,27555,Graduate,STEM,0
8666,11214,Phd,STEM,1
8667,900,Graduate,Humanities,0
8668,4175,Graduate,STEM,1
8669,31113,Graduate,STEM,1
8670,12285,Graduate,STEM,1
8671,32226,Masters,STEM,0
8672,2655,Graduate,STEM,0
8673,4565,Graduate,STEM,0
8674,16427,Graduate,STEM,1
8675,6323,Graduate,STEM,0
8676,1656,High School,STEM,0
8677,13977,Graduate,STEM,0
8678,19515,Graduate,STEM,1
8679,25932,Graduate,STEM,0
8680,31924,Masters,STEM,1
8681,33257,Graduate,STEM,0
8682,23151,Masters,STEM,0
8683,10294,Graduate,STEM,1
8684,25130,Graduate,STEM,0
8685,31716,Graduate,STEM,1
8686,28892,Graduate,STEM,0
8687,15642,Masters,STEM,0
8688,12326,Graduate,STEM,0
8689,26292,Graduate,STEM,0
8690,25913,Graduate,STEM,0
8691,10745,Graduate,STEM,1
