,enrollee_id,company_size,company_type,target
9521,13165,50through99,Pvt Ltd,0
9522,8952,50through99,Pvt Ltd,1
9523,19775,100through500,Pvt Ltd,0
9524,14093,50through99,Pvt Ltd,0
9525,26572,50through99,Pvt Ltd,0
9526,5399,50through99,Pvt Ltd,0
9527,3985,10through49,Pvt Ltd,0
9528,28840,50through99,Pvt Ltd,0
9529,23104,500through999,Public Sector,0
9530,1008,10000+,Public Sector,0
9531,26910,500through999,Pvt Ltd,1
9532,1561,10000+,Pvt Ltd,1
9533,3209,50through99,Pvt Ltd,0
9534,16617,50through99,Funded Startup,0
9535,10960,50through99,Pvt Ltd,0
9536,24542,50through99,Pvt Ltd,0
9537,13494,100through500,Pvt Ltd,0
9538,32135,10000+,Pvt Ltd,0
9539,2032,100through500,Pvt Ltd,1
9540,18392,50through99,Pvt Ltd,1
9541,204,10000+,Pvt Ltd,0
9542,24007,100through500,Pvt Ltd,0
9543,31621,50through99,Pvt Ltd,0
9545,1590,50through99,Pvt Ltd,0
9546,28790,10000+,Pvt Ltd,0
9547,500,100through500,Funded Startup,0
9548,10929,50through99,Pvt Ltd,0
9549,2758,<10,Pvt Ltd,0
9550,5863,10through49,Early Stage Startup,1
9551,29227,50through99,Pvt Ltd,1
9552,4409,<10,Pvt Ltd,0
9553,7561,50through99,Pvt Ltd,0
9554,30616,<10,Funded Startup,0
9555,30823,10through49,Pvt Ltd,0
9556,25640,50through99,Pvt Ltd,1
9557,20257,50through99,Pvt Ltd,1
9558,11943,1000through4999,Pvt Ltd,1
9559,21680,1000through4999,Pvt Ltd,1
9560,7857,100through500,Pvt Ltd,1
9561,4483,<10,Pvt Ltd,0
9562,13490,10through49,Funded Startup,1
9563,9947,50through99,Pvt Ltd,0
9564,28087,<10,Early Stage Startup,0
9565,10768,1000through4999,Pvt Ltd,0
9566,12708,50through99,Pvt Ltd,1
9567,25759,10000+,Pvt Ltd,0
9568,12427,50through99,Pvt Ltd,0
9569,6275,50through99,Pvt Ltd,0
9570,16403,10through49,Pvt Ltd,0
9571,28768,50through99,Pvt Ltd,0
9572,19622,50through99,Funded Startup,0
9573,13367,<10,Pvt Ltd,0
9574,22598,50through99,Pvt Ltd,0
9575,14927,10through49,Pvt Ltd,0
9576,31480,50through99,Pvt Ltd,0
9577,930,<10,Pvt Ltd,0
9578,21413,50through99,Pvt Ltd,0
9579,25887,500through999,NGO,0
9580,17514,10000+,Pvt Ltd,0
9582,13584,<10,Pvt Ltd,0
9583,27845,10000+,Pvt Ltd,0
9584,22544,50through99,Pvt Ltd,1
9585,12012,50through99,NGO,1
9586,16436,50through99,Funded Startup,1
9587,5378,100through500,Pvt Ltd,0
9588,3187,100through500,Pvt Ltd,0
9589,6761,50through99,Pvt Ltd,1
9590,32171,10through49,Pvt Ltd,0
9591,24665,50through99,Pvt Ltd,0
9592,28983,50through99,Pvt Ltd,0
9593,5036,10through49,Early Stage Startup,0
9594,31671,100through500,Pvt Ltd,0
9595,7434,500through999,Pvt Ltd,0
9596,8535,50through99,Pvt Ltd,1
9597,28777,50through99,Early Stage Startup,0
9598,8950,50through99,Pvt Ltd,0
9599,16813,50through99,Pvt Ltd,0
9600,32575,10through49,Early Stage Startup,0
9601,4193,10through49,Pvt Ltd,0
9602,5198,10through49,Pvt Ltd,1
9603,13229,10000+,Pvt Ltd,0
9604,2786,<10,Pvt Ltd,0
9605,12985,50through99,Pvt Ltd,1
9606,26785,50through99,Pvt Ltd,0
9607,7930,50through99,Pvt Ltd,0
9608,30292,100through500,Pvt Ltd,0
9609,15034,1000through4999,Pvt Ltd,0
9610,14047,50through99,Pvt Ltd,0
9611,5903,5000through9999,Pvt Ltd,1
9612,27947,50through99,Pvt Ltd,1
9613,3105,50through99,Pvt Ltd,1
9614,26323,1000through4999,Pvt Ltd,0
9615,29517,100through500,Pvt Ltd,0
9616,27358,100through500,Pvt Ltd,1
9618,8476,50through99,Pvt Ltd,0
9619,24323,50through99,Funded Startup,1
9620,19519,50through99,Pvt Ltd,0
9621,12179,50through99,Pvt Ltd,0
9622,28429,50through99,Pvt Ltd,0
9623,16186,10000+,Pvt Ltd,0
9624,22667,1000through4999,Pvt Ltd,0
9625,30919,100through500,Pvt Ltd,0
9626,3682,50through99,Pvt Ltd,0
9627,16056,10through49,Pvt Ltd,0
9628,19565,100through500,Early Stage Startup,1
9629,24338,1000through4999,Pvt Ltd,0
9630,7180,50through99,Pvt Ltd,0
9631,13652,100through500,Pvt Ltd,0
9632,23612,10through49,Public Sector,0
9633,23248,100through500,Pvt Ltd,0
9634,1580,50through99,Pvt Ltd,0
9635,14613,10000+,Pvt Ltd,0
9637,24148,100through500,Pvt Ltd,1
9638,27162,50through99,Pvt Ltd,0
9639,28926,10000+,Pvt Ltd,0
9640,18048,50through99,Pvt Ltd,0
9641,11525,50through99,Pvt Ltd,1
9642,8604,10000+,Pvt Ltd,0
9643,8757,50through99,Pvt Ltd,1
9644,23889,10000+,Pvt Ltd,0
9645,9080,50through99,Pvt Ltd,0
9646,19484,10through49,Pvt Ltd,0
9647,5627,50through99,Pvt Ltd,1
9648,832,1000through4999,Pvt Ltd,1
9649,6240,100through500,Pvt Ltd,0
9650,44,500through999,Pvt Ltd,0
9651,13527,50through99,Pvt Ltd,0
9652,27660,100through500,Pvt Ltd,1
9653,25643,100through500,Pvt Ltd,0
9654,26913,<10,Pvt Ltd,0
9655,6284,50through99,Pvt Ltd,1
9656,15969,<10,Pvt Ltd,0
9657,32081,50through99,Pvt Ltd,0
9658,17972,<10,Pvt Ltd,0
9659,5169,50through99,Pvt Ltd,1
9660,30203,50through99,Pvt Ltd,0
9661,30978,<10,Funded Startup,0
9662,23298,50through99,Pvt Ltd,0
9663,7479,50through99,Pvt Ltd,0
9664,16452,50through99,Pvt Ltd,0
9665,9901,10through49,Early Stage Startup,0
9666,11411,1000through4999,Pvt Ltd,0
9667,7790,50through99,Pvt Ltd,0
9668,10733,50through99,Pvt Ltd,1
9669,8438,5000through9999,Pvt Ltd,1
9670,3748,<10,Pvt Ltd,0
9671,1947,50through99,Pvt Ltd,0
9672,7480,100through500,Pvt Ltd,0
9673,10399,50through99,Pvt Ltd,0
9674,23315,500through999,Public Sector,1
9675,28880,10000+,Pvt Ltd,0
9676,21571,<10,Pvt Ltd,0
9677,16025,50through99,Pvt Ltd,0
9679,26204,5000through9999,Public Sector,0
9680,26699,<10,Early Stage Startup,1
9681,5993,100through500,Public Sector,0
9682,11656,1000through4999,Pvt Ltd,1
9683,24939,100through500,Pvt Ltd,1
9684,3040,500through999,NGO,0
9685,18674,50through99,Pvt Ltd,0
9686,16350,50through99,Pvt Ltd,0
9687,17739,10through49,Pvt Ltd,0
9688,24758,50through99,Pvt Ltd,0
9689,20491,100through500,Pvt Ltd,1
9690,28749,100through500,Funded Startup,0
9691,16837,50through99,Pvt Ltd,1
9692,2881,500through999,Pvt Ltd,0
9693,2514,<10,Pvt Ltd,0
9694,31605,5000through9999,Pvt Ltd,0
9695,3608,5000through9999,Pvt Ltd,0
9696,8850,5000through9999,Pvt Ltd,0
9697,11790,50through99,Pvt Ltd,1
9698,336,10through49,Pvt Ltd,0
9699,7338,100through500,NGO,0
9700,28107,50through99,Pvt Ltd,0
9701,30734,50through99,Pvt Ltd,1
9702,9524,100through500,Pvt Ltd,0
9703,26392,<10,Funded Startup,0
9704,31766,10through49,Early Stage Startup,1
9705,29670,50through99,Pvt Ltd,0
9706,27254,<10,Funded Startup,0
9707,30225,50through99,Pvt Ltd,1
9708,1835,50through99,Public Sector,0
9709,31695,10000+,Pvt Ltd,0
9710,30704,10through49,Other,0
9711,17000,50through99,Pvt Ltd,0
9712,14378,500through999,Pvt Ltd,1
9713,20289,50through99,Pvt Ltd,1
9714,11194,100through500,Pvt Ltd,0
9715,390,1000through4999,Pvt Ltd,0
9716,11863,1000through4999,Pvt Ltd,0
9717,22002,<10,Pvt Ltd,0
9718,18687,1000through4999,NGO,0
9719,9088,50through99,Pvt Ltd,1
9720,23977,50through99,Pvt Ltd,1
9721,32738,50through99,Pvt Ltd,0
9722,22299,10through49,Pvt Ltd,0
9723,25200,10000+,Pvt Ltd,0
9724,1389,50through99,Pvt Ltd,0
9725,23738,50through99,Pvt Ltd,0
9726,30160,10through49,Pvt Ltd,0
9727,14813,50through99,Pvt Ltd,1
9728,26558,10000+,Pvt Ltd,1
9729,32237,50through99,Pvt Ltd,0
9730,31778,100through500,Pvt Ltd,0
9731,15044,1000through4999,Pvt Ltd,0
9732,3705,5000through9999,Public Sector,0
9733,25652,50through99,Pvt Ltd,1
9734,31680,50through99,Pvt Ltd,0
9735,29674,50through99,Pvt Ltd,0
9736,2142,<10,Funded Startup,0
9737,14745,10through49,Pvt Ltd,0
9738,6887,10000+,Pvt Ltd,0
9739,11834,10through49,Pvt Ltd,0
9741,29029,100through500,Pvt Ltd,0
9742,29032,10through49,Pvt Ltd,0
9743,23323,10000+,Pvt Ltd,0
9744,4916,50through99,Pvt Ltd,0
9745,12871,50through99,Pvt Ltd,1
9746,7047,500through999,Pvt Ltd,1
9747,31619,50through99,Pvt Ltd,0
9748,26734,10through49,Public Sector,0
9749,22833,50through99,Public Sector,0
9750,26507,1000through4999,Pvt Ltd,0
9751,10744,50through99,Pvt Ltd,0
9752,4854,50through99,Pvt Ltd,1
9753,13950,1000through4999,Pvt Ltd,1
9754,30716,10through49,Funded Startup,0
9755,3545,50through99,Pvt Ltd,0
9756,28034,<10,Public Sector,0
9757,6053,50through99,Pvt Ltd,0
9758,23661,50through99,Pvt Ltd,1
9759,28746,50through99,Pvt Ltd,0
9760,29384,<10,Pvt Ltd,0
9761,21262,10000+,Pvt Ltd,0
9762,31104,50through99,Pvt Ltd,0
9763,20161,50through99,Pvt Ltd,0
9764,768,100through500,Pvt Ltd,0
9765,29840,50through99,Pvt Ltd,0
9766,26111,10000+,Pvt Ltd,0
9767,29292,100through500,Pvt Ltd,0
9768,25831,50through99,Pvt Ltd,1
9769,1458,10000+,Pvt Ltd,1
9770,17112,50through99,Pvt Ltd,1
9771,20197,50through99,Funded Startup,0
9772,8025,1000through4999,Pvt Ltd,0
9773,13411,50through99,Pvt Ltd,0
9774,20264,50through99,Pvt Ltd,0
9775,25878,50through99,Pvt Ltd,0
9776,430,50through99,Pvt Ltd,1
9777,22953,10through49,Pvt Ltd,0
9778,10841,<10,Pvt Ltd,0
9779,12861,1000through4999,Pvt Ltd,0
9780,31610,5000through9999,Pvt Ltd,0
9781,5297,1000through4999,Pvt Ltd,0
9782,24859,100through500,Public Sector,1
9783,1785,50through99,Pvt Ltd,1
9784,11690,1000through4999,Pvt Ltd,0
9785,2568,<10,Pvt Ltd,0
9786,12796,10through49,Pvt Ltd,0
9787,17,5000through9999,Pvt Ltd,0
9788,5773,10000+,Pvt Ltd,0
9789,21178,50through99,Pvt Ltd,0
9790,7667,100through500,NGO,0
9791,20025,10000+,Pvt Ltd,1
9792,3246,50through99,Pvt Ltd,1
9794,9960,100through500,Pvt Ltd,0
9795,3343,50through99,Pvt Ltd,0
9796,28152,10through49,NGO,0
9797,18554,10through49,Pvt Ltd,0
9798,30402,50through99,Pvt Ltd,0
9799,13285,50through99,Pvt Ltd,0
9800,4510,50through99,Pvt Ltd,0
9801,6860,10through49,Pvt Ltd,1
9802,15782,100through500,Pvt Ltd,0
9803,7414,50through99,Pvt Ltd,0
9804,11822,50through99,Pvt Ltd,1
9806,14322,10through49,Pvt Ltd,0
9807,33327,50through99,Pvt Ltd,0
9808,8611,500through999,Pvt Ltd,1
9809,22463,100through500,Pvt Ltd,1
9810,9435,10000+,Pvt Ltd,0
9811,694,10through49,Pvt Ltd,0
9812,14095,100through500,Pvt Ltd,1
9813,27285,<10,Pvt Ltd,0
9814,14652,50through99,Pvt Ltd,0
9815,1432,10000+,Pvt Ltd,0
9816,10286,100through500,Pvt Ltd,1
9817,16634,50through99,Pvt Ltd,0
9818,24070,50through99,Funded Startup,0
9819,24247,10000+,Pvt Ltd,0
9820,17874,100through500,Pvt Ltd,0
9821,2841,50through99,Funded Startup,0
9822,337,1000through4999,Pvt Ltd,0
9823,3625,50through99,Pvt Ltd,0
9824,1789,100through500,Pvt Ltd,0
9825,22166,50through99,Pvt Ltd,0
9826,12968,10through49,Pvt Ltd,0
9827,12237,<10,Pvt Ltd,0
9828,31971,500through999,Pvt Ltd,0
9829,9398,10000+,Public Sector,1
9830,7737,50through99,Pvt Ltd,0
9831,18771,100through500,Pvt Ltd,0
9832,15190,50through99,Public Sector,1
9833,17143,100through500,Pvt Ltd,0
9834,10610,50through99,Pvt Ltd,0
9835,574,50through99,Pvt Ltd,1
9836,11998,50through99,Pvt Ltd,1
9837,23788,50through99,Pvt Ltd,0
9838,21284,5000through9999,Pvt Ltd,0
9839,2447,50through99,Pvt Ltd,1
9840,6954,50through99,Pvt Ltd,0
9841,17716,100through500,Pvt Ltd,0
9842,29591,500through999,NGO,0
9843,5711,50through99,Pvt Ltd,0
9844,28830,50through99,Pvt Ltd,1
9846,32048,50through99,Funded Startup,0
9847,10056,50through99,Pvt Ltd,0
9848,22012,50through99,Pvt Ltd,0
9849,3355,10000+,Public Sector,0
9850,1301,1000through4999,NGO,0
9851,2753,1000through4999,Pvt Ltd,1
9852,13528,50through99,Funded Startup,0
9853,22389,1000through4999,Public Sector,1
9854,29048,50through99,Pvt Ltd,1
9855,3816,500through999,Pvt Ltd,0
9856,19609,50through99,Pvt Ltd,0
9857,26775,100through500,Pvt Ltd,0
9858,21070,50through99,Pvt Ltd,1
9859,27128,50through99,Public Sector,0
9860,8296,10000+,Pvt Ltd,0
9861,18595,50through99,Pvt Ltd,0
9862,31346,1000through4999,NGO,1
9863,16847,5000through9999,Pvt Ltd,1
9864,25087,1000through4999,Pvt Ltd,0
9865,33176,50through99,Pvt Ltd,0
9867,24506,50through99,Pvt Ltd,0
9868,27454,<10,Pvt Ltd,0
9869,25832,100through500,Funded Startup,0
9870,1472,10000+,Pvt Ltd,0
9871,12178,50through99,Pvt Ltd,1
9872,13828,100through500,Pvt Ltd,0
9873,11341,10000+,Pvt Ltd,0
9874,4402,50through99,Pvt Ltd,0
9876,5680,50through99,Pvt Ltd,0
9877,20106,<10,Pvt Ltd,0
9878,5730,10000+,Pvt Ltd,0
9879,4200,10000+,Pvt Ltd,0
9880,33315,50through99,Pvt Ltd,0
9881,3855,100through500,Pvt Ltd,0
9882,4837,10through49,Pvt Ltd,1
9883,24159,100through500,Pvt Ltd,0
9884,28184,100through500,Pvt Ltd,1
9885,17861,50through99,Pvt Ltd,1
9886,16172,50through99,Pvt Ltd,0
9887,30882,<10,Pvt Ltd,0
9888,11326,50through99,Pvt Ltd,0
9889,24006,50through99,Pvt Ltd,1
9890,22459,100through500,Pvt Ltd,0
9891,11180,50through99,Pvt Ltd,0
9892,7169,1000through4999,NGO,0
9894,6682,50through99,Pvt Ltd,1
9895,3495,<10,Pvt Ltd,0
9896,6210,10000+,Pvt Ltd,0
9897,32073,10000+,Pvt Ltd,0
9898,21365,50through99,Pvt Ltd,1
9899,19528,50through99,Public Sector,0
9900,26826,10through49,Pvt Ltd,0
9901,3667,100through500,Pvt Ltd,0
9902,24291,100through500,Pvt Ltd,0
9903,5957,10000+,Pvt Ltd,0
9904,25564,50through99,Pvt Ltd,0
9905,12357,50through99,Pvt Ltd,1
9906,6243,10through49,Funded Startup,0
9907,276,50through99,Pvt Ltd,0
9908,8951,50through99,Pvt Ltd,1
9909,14291,500through999,Pvt Ltd,0
9910,26403,50through99,Public Sector,1
9911,18802,50through99,Pvt Ltd,1
9912,327,500through999,Other,1
9913,11515,50through99,Pvt Ltd,0
9914,7997,10through49,Pvt Ltd,1
9915,28091,10000+,Pvt Ltd,0
9916,16442,50through99,Pvt Ltd,0
9917,15334,10000+,Public Sector,1
9918,18167,50through99,Pvt Ltd,0
9919,31341,1000through4999,Pvt Ltd,0
9920,30518,500through999,Pvt Ltd,0
9921,22549,50through99,Pvt Ltd,0
9922,26766,50through99,Pvt Ltd,0
9923,6702,100through500,Pvt Ltd,0
9924,2584,10through49,Early Stage Startup,0
9925,10306,50through99,Pvt Ltd,0
9926,5755,500through999,Pvt Ltd,0
9927,13457,50through99,Pvt Ltd,0
9928,22291,50through99,Pvt Ltd,0
9929,736,10000+,Pvt Ltd,1
9930,24085,10through49,Pvt Ltd,1
9931,24043,10000+,Pvt Ltd,1
9932,2237,100through500,Pvt Ltd,0
9933,32759,100through500,Funded Startup,1
9934,6753,500through999,Pvt Ltd,0
9935,16327,500through999,Pvt Ltd,0
9936,7429,1000through4999,Pvt Ltd,0
9937,24964,1000through4999,Pvt Ltd,1
9938,24832,10000+,Pvt Ltd,0
9939,11736,50through99,Pvt Ltd,1
9940,71,<10,Funded Startup,0
9941,21954,100through500,Public Sector,0
9942,5404,<10,Pvt Ltd,0
9944,21295,50through99,Pvt Ltd,0
9946,8394,100through500,Pvt Ltd,0
9947,19600,10000+,Pvt Ltd,0
9948,25163,50through99,Pvt Ltd,0
9949,200,100through500,Pvt Ltd,1
9950,32068,50through99,Pvt Ltd,1
9951,16047,5000through9999,Public Sector,0
9952,15828,10through49,Early Stage Startup,0
9953,8246,500through999,Pvt Ltd,0
9954,5986,500through999,Pvt Ltd,0
9955,27785,100through500,Pvt Ltd,0
9956,18969,<10,Early Stage Startup,0
9957,9893,50through99,Pvt Ltd,1
9958,28160,50through99,Pvt Ltd,0
9960,12763,<10,Public Sector,0
9961,7963,5000through9999,Pvt Ltd,1
9962,30431,10000+,Pvt Ltd,0
9963,18176,500through999,Pvt Ltd,0
9964,13896,50through99,Pvt Ltd,0
9965,25441,10000+,Pvt Ltd,0
9966,15344,100through500,Pvt Ltd,0
9967,10312,10000+,Pvt Ltd,0
9968,21877,50through99,Pvt Ltd,0
9969,10725,10through49,Pvt Ltd,0
9970,19181,100through500,NGO,0
9971,15275,50through99,Pvt Ltd,0
9972,18091,100through500,Funded Startup,0
9973,4813,50through99,Pvt Ltd,0
9975,5269,500through999,Funded Startup,0
9976,19105,1000through4999,Pvt Ltd,0
9977,30415,50through99,Pvt Ltd,0
9979,14663,100through500,Pvt Ltd,1
9980,30540,50through99,Pvt Ltd,0
9981,221,50through99,Pvt Ltd,0
9982,22333,500through999,Pvt Ltd,0
9983,13212,10000+,Pvt Ltd,0
9984,26201,500through999,Public Sector,0
9985,28004,100through500,Pvt Ltd,0
9986,10180,100through500,Pvt Ltd,0
9987,13769,10000+,Pvt Ltd,0
9988,5998,50through99,Pvt Ltd,0
9989,20474,50through99,Pvt Ltd,0
9991,30780,100through500,Funded Startup,1
9992,4567,1000through4999,Pvt Ltd,0
9993,10761,100through500,Pvt Ltd,0
9994,3026,50through99,Pvt Ltd,0
9995,27017,50through99,Pvt Ltd,0
9996,7559,50through99,Pvt Ltd,0
9997,12332,50through99,Pvt Ltd,0
9998,3974,10000+,Public Sector,1
9999,13267,50through99,Pvt Ltd,0
10001,17605,50through99,Pvt Ltd,0
10002,20912,50through99,Pvt Ltd,0
10003,13948,10000+,Pvt Ltd,0
10004,15205,100through500,Pvt Ltd,0
10005,15140,50through99,Pvt Ltd,0
10006,21736,100through500,Pvt Ltd,1
10007,19800,50through99,Pvt Ltd,0
10008,23755,10through49,Pvt Ltd,0
10009,12148,50through99,Pvt Ltd,0
10010,16451,100through500,Pvt Ltd,1
10011,27190,100through500,Pvt Ltd,1
10012,19370,50through99,Pvt Ltd,0
10013,20207,50through99,Pvt Ltd,0
10014,4749,50through99,Pvt Ltd,0
10015,21338,50through99,Pvt Ltd,0
10016,18506,50through99,Pvt Ltd,0
10017,19715,50through99,Pvt Ltd,0
10018,10550,50through99,Pvt Ltd,1
10019,32681,50through99,Pvt Ltd,0
10020,12075,100through500,Early Stage Startup,0
10021,10828,50through99,Pvt Ltd,0
10022,17948,10000+,Pvt Ltd,0
10023,22514,1000through4999,Pvt Ltd,0
10024,4,50through99,Public Sector,0
10025,18446,100through500,Public Sector,0
10026,27469,10000+,Pvt Ltd,0
10027,32443,<10,Pvt Ltd,0
10028,14208,50through99,Pvt Ltd,0
10029,28786,<10,Early Stage Startup,0
10030,16053,100through500,Pvt Ltd,0
10031,9847,50through99,Pvt Ltd,0
10032,114,50through99,Funded Startup,0
10033,19839,100through500,Funded Startup,0
10034,12455,50through99,Pvt Ltd,0
10035,26933,10000+,Pvt Ltd,0
10036,1370,50through99,Pvt Ltd,1
10037,20539,1000through4999,Pvt Ltd,0
10038,8224,50through99,Pvt Ltd,0
10039,10221,10000+,Pvt Ltd,0
10040,6888,50through99,Pvt Ltd,0
10041,10821,50through99,Pvt Ltd,0
10042,24952,50through99,Pvt Ltd,0
10043,17227,10000+,Pvt Ltd,0
10044,24801,50through99,Funded Startup,0
10045,29285,50through99,Pvt Ltd,0
10046,7399,50through99,Pvt Ltd,0
10047,13647,10000+,Pvt Ltd,0
10048,17212,50through99,Pvt Ltd,0
10049,30152,1000through4999,Public Sector,0
10050,2232,100through500,Pvt Ltd,0
10051,28813,50through99,Pvt Ltd,0
10052,19526,100through500,Pvt Ltd,0
10053,7264,50through99,Pvt Ltd,1
10054,31261,5000through9999,Pvt Ltd,0
10055,14686,50through99,Pvt Ltd,0
10057,20440,50through99,Pvt Ltd,0
10058,10832,10000+,Public Sector,0
10059,19219,50through99,Pvt Ltd,0
10060,25732,50through99,Pvt Ltd,0
10061,13091,10000+,Public Sector,0
10062,17922,100through500,Pvt Ltd,1
10064,32238,50through99,Pvt Ltd,0
10065,8104,1000through4999,Pvt Ltd,0
10066,27077,50through99,Pvt Ltd,0
10067,4093,100through500,Pvt Ltd,0
10068,7325,50through99,Pvt Ltd,0
10069,11467,50through99,Pvt Ltd,0
10070,15611,100through500,Pvt Ltd,0
10071,24160,10through49,Pvt Ltd,1
10072,22381,50through99,Pvt Ltd,0
10073,24452,1000through4999,Pvt Ltd,0
10074,10592,10through49,Pvt Ltd,0
10075,18103,100through500,Public Sector,0
10076,13304,100through500,Pvt Ltd,0
10077,10773,50through99,Early Stage Startup,0
10078,17772,10000+,Pvt Ltd,1
10079,20991,50through99,Pvt Ltd,1
10080,7365,100through500,Pvt Ltd,0
10081,13076,50through99,Pvt Ltd,1
10082,32852,50through99,Pvt Ltd,0
10083,16749,1000through4999,NGO,0
10085,18453,100through500,Pvt Ltd,1
10086,11443,50through99,Pvt Ltd,1
10087,29925,50through99,Pvt Ltd,1
10088,25486,50through99,Pvt Ltd,0
10089,23126,100through500,Funded Startup,0
10090,13681,10through49,Pvt Ltd,0
10091,20147,50through99,Pvt Ltd,0
10092,21198,100through500,Pvt Ltd,0
10093,17048,50through99,Pvt Ltd,1
10094,4351,10000+,Pvt Ltd,0
10095,8809,100through500,Pvt Ltd,0
10096,6970,10through49,Pvt Ltd,0
10097,22603,<10,Pvt Ltd,0
10098,28169,1000through4999,Pvt Ltd,0
10099,6113,100through500,Pvt Ltd,0
10101,4671,50through99,Pvt Ltd,1
10102,12899,50through99,Pvt Ltd,0
10103,9318,50through99,Pvt Ltd,1
10104,19318,10000+,Public Sector,0
10105,31978,50through99,Pvt Ltd,0
10106,11167,50through99,Pvt Ltd,1
10107,19244,50through99,Pvt Ltd,0
10108,25784,10through49,Pvt Ltd,0
10109,15247,50through99,Pvt Ltd,0
10110,29090,1000through4999,Pvt Ltd,0
10111,23664,100through500,Funded Startup,0
10112,17562,50through99,Pvt Ltd,1
10113,14485,50through99,Pvt Ltd,0
10114,31383,50through99,Pvt Ltd,0
10115,19326,50through99,Funded Startup,0
10116,28923,10000+,Pvt Ltd,0
10117,12833,100through500,Pvt Ltd,0
10118,13724,50through99,Public Sector,0
10119,3338,50through99,Pvt Ltd,0
10120,26843,50through99,Pvt Ltd,0
10121,32951,50through99,Pvt Ltd,1
10122,19273,50through99,Pvt Ltd,0
10123,28206,50through99,Pvt Ltd,1
10124,24075,50through99,Pvt Ltd,1
10125,25829,50through99,Pvt Ltd,1
10126,7330,50through99,Pvt Ltd,1
10127,23490,50through99,Pvt Ltd,1
10128,3174,10through49,Other,0
10129,21559,500through999,Pvt Ltd,0
10130,20274,50through99,Public Sector,0
10131,9759,<10,Early Stage Startup,0
10132,10617,50through99,Pvt Ltd,0
10133,5028,10through49,Pvt Ltd,0
10134,25245,50through99,Pvt Ltd,0
10135,31747,50through99,Pvt Ltd,1
10136,10547,50through99,Pvt Ltd,0
10137,30087,1000through4999,Pvt Ltd,1
10138,25201,10through49,Pvt Ltd,0
10139,27210,100through500,Pvt Ltd,0
10140,5231,500through999,Funded Startup,0
10141,13797,10through49,Pvt Ltd,0
10142,24828,5000through9999,Public Sector,0
10143,25254,10through49,Pvt Ltd,1
10144,7843,10000+,Pvt Ltd,1
10145,20208,100through500,Pvt Ltd,0
10146,31032,1000through4999,Pvt Ltd,0
10147,31960,1000through4999,Public Sector,0
10148,30247,500through999,Pvt Ltd,0
10149,19036,500through999,Pvt Ltd,0
10150,18408,100through500,Other,0
10152,27073,50through99,Pvt Ltd,1
10153,1811,50through99,Pvt Ltd,1
10154,26975,50through99,Pvt Ltd,0
10155,8059,100through500,Pvt Ltd,0
10157,3272,100through500,Pvt Ltd,0
10158,10484,5000through9999,Pvt Ltd,0
10159,22820,10000+,Pvt Ltd,0
10160,21640,10through49,Pvt Ltd,0
10161,32986,100through500,Pvt Ltd,0
10162,7538,5000through9999,Public Sector,0
10163,19084,10through49,Funded Startup,0
10164,15716,100through500,Public Sector,0
10165,23733,50through99,Pvt Ltd,1
10166,15499,<10,Funded Startup,0
10167,23355,50through99,Pvt Ltd,0
10168,25195,50through99,Pvt Ltd,0
10169,3643,<10,Public Sector,0
10170,31670,10000+,Pvt Ltd,0
10171,111,1000through4999,Pvt Ltd,0
10172,5895,50through99,Pvt Ltd,0
10173,14435,50through99,Pvt Ltd,1
10174,20393,500through999,Pvt Ltd,1
10175,20836,50through99,Pvt Ltd,0
10176,18592,10000+,Pvt Ltd,0
10177,22583,10000+,Pvt Ltd,1
10178,4984,50through99,Pvt Ltd,0
10181,28704,10000+,Pvt Ltd,0
10182,24001,1000through4999,Pvt Ltd,0
10183,2884,50through99,Pvt Ltd,1
10184,8347,50through99,Pvt Ltd,0
10185,3480,10000+,Public Sector,0
10186,31651,50through99,Pvt Ltd,0
10187,21427,50through99,Pvt Ltd,0
10188,21395,50through99,Pvt Ltd,1
10189,11959,100through500,Pvt Ltd,0
10190,20994,10000+,Pvt Ltd,0
10191,3514,10000+,Pvt Ltd,0
10192,33125,10through49,Funded Startup,0
10193,5148,50through99,Pvt Ltd,1
10194,7831,100through500,Public Sector,0
10195,2951,50through99,Pvt Ltd,1
10196,1951,50through99,NGO,1
10197,10067,50through99,Pvt Ltd,0
10198,872,100through500,Pvt Ltd,0
10200,33338,50through99,Pvt Ltd,0
10201,24657,50through99,Pvt Ltd,0
10202,20441,100through500,Pvt Ltd,0
10203,28196,10000+,Pvt Ltd,0
10204,19312,500through999,Pvt Ltd,0
10205,4840,50through99,Pvt Ltd,0
10206,19007,50through99,Pvt Ltd,0
10207,30845,50through99,Pvt Ltd,1
10208,17421,50through99,Pvt Ltd,0
10209,27931,10through49,Pvt Ltd,0
10210,4977,50through99,Pvt Ltd,1
10211,28706,50through99,Pvt Ltd,1
10212,19212,5000through9999,Pvt Ltd,0
10213,7941,50through99,Pvt Ltd,0
10214,30279,50through99,Pvt Ltd,0
10215,17050,50through99,Pvt Ltd,1
10216,25742,<10,Pvt Ltd,0
10217,14179,5000through9999,Public Sector,1
10218,1597,50through99,Pvt Ltd,0
10219,17255,50through99,Pvt Ltd,0
10220,11772,1000through4999,Pvt Ltd,1
10221,18386,50through99,Public Sector,1
10222,4580,10through49,Early Stage Startup,1
10223,29376,50through99,Pvt Ltd,1
10224,30266,100through500,Pvt Ltd,0
